Distance to Waterway (m),Drainage Direction,Elevation,Fine Earth Density (kg / m^3),Height Above Nearest Drainage (m),Landform Type,Nearest Water Type,Population - 1 km,Population - 10 km,Population - 5 km,Slope (degrees),Soil Clay Fraction,Soil Great Group,Soil Sand Fraction,Upstream Drainage Area (km^2),area,area (km^2),country,id,place_name,risk,geometry
278.3794738349402,west,639.0,137.0,0.0,Lower slope,river,4779.0,27713.0,17897.0,8.119682569600833,0.26,1.0,0.34,1.3018919229507446,2348.693223212852,0.002348693223212852,Albania,8f1ed4b5dc6ab63,"Cetushë, Tomin, Bashkia Dibër, Dibër County, Northern Albania, 8304, Albania",0.27832323577059476,POINT (20.4285396034515 41.67469505619139)
527.3849525791626,northwest,95.0,149.0,8.0,Lower slope,canal,22392.0,750648.0,314537.0,0.3091606457115311,0.25,0.0,0.33,0.006448086816817522,518.8380305478146,0.0005188380305478146,Albania,8f1ed40301a38a4,"Rruga Fabrika e Qelqit, Njësia Bashkiake Nr. 6, Tiranë, Tirana Municipality, Tirana County, Central Albania, 1001-1028, Albania",0.2337581800949855,POINT (19.76645290983871 41.31764451811812)
118.30621772837816,south,228.0,140.0,15.399993896484375,Lower slope (warm),river,226.0,11366.0,7783.0,14.038749564771944,0.22,1.0,0.36,0.02597956359386444,1423.8053725775726,0.0014238053725775725,Albania,8f1ed465d72448a,"SH71, Pishaj, Bashkia Gramsh, Elbasan County, Central Albania, 3302, Albania",0.2965646771164643,POINT (20.19791666992391 40.83614805931398)
54.28531466396171,southeast,118.0,151.0,0.7999954223632812,Valley,river,492.0,527615.0,60950.0,1.30304231374065,0.25,2.0,0.33,0.006452811416238546,1918.5030206869649,0.001918503020686965,Albania,8f1ed4002605329,"Petrelë, Tirana Municipality, Tirana County, Central Albania, 1034, Albania",0.3272573844837904,POINT (19.83544882625199 41.2690947399105)
171.7000324852462,south,-1.0,136.0,0.3999999761581421,Valley,canal,8905.0,78087.0,70583.0,0.8127615145940746,0.23,3.0,0.38,0.0065300785936415195,1538.6703900258412,0.0015386703900258413,Albania,8f1ed6a8c829a1b,"Vlora, Bashkia Vlorë, Vlorë County, Southern Albania, 9401-9403, Albania",0.30952762719422444,POINT (19.46567242878373 40.47184348210976)
1132.2957316803584,west,16.0,151.0,0.8999996185302734,Lower slope (flat),ditch,1385.0,175581.0,70957.0,1.0295986502736254,0.25,0.0,0.31,0.01289425976574421,463.70287425315416,0.00046370287425315416,Albania,8f1ed41b461cd6c,"Rreth, Xhafzotaj, Bashkia Shijak, Durrës County, Northern Albania, 2019, Albania",0.17267500775614436,POINT (19.53928862211841 41.32686845103289)
224.395480406134,west,85.0,149.0,20.79999542236328,Lower slope,lake,151.0,17985.0,2228.0,4.677673710357377,0.3,0.0,0.31,0.046051815152168274,1298.1754193302036,0.0012981754193302035,Albania,8f1ed04a00a3cd3,"Vergo, Bashkia Delvinë, Vlorë County, Southern Albania, 9720, Albania",0.22518814594301587,POINT (20.02649287936449 39.96167918571603)
201.2167201479654,south,61.0,146.0,14.500003814697266,Valley,stream,491.0,50280.0,8022.0,8.183581747543435,0.28,3.0,0.31,0.08366242796182632,399.6720829342438,0.0003996720829342438,Albania,8f1ed4c4cb54822,"Manëz, Bashkia Durrës, Durrës County, Northern Albania, 2011, Albania",0.22293457316082263,POINT (19.59489225075913 41.44329612842279)
77.21351714136699,south,87.0,145.0,1.1999969482421875,Valley,canal,1218.0,103805.0,62615.0,3.737669038280183,0.24,0.0,0.36,0.006470870692282915,4424.323150441699,0.004424323150441699,Albania,8f1ed4760b82d0b,"Katund i Ri, Bradashesh, Elbasan municipality, Elbasan County, Central Albania, 3009, Albania",0.34499936922067886,POINT (20.05169132173149 41.08427176164412)
585.1976914137703,northwest,404.0,132.0,112.69998168945312,Upper slope,river,532.0,25099.0,17403.0,7.937533440110844,0.24,5.0,0.36,0.025496074929833412,8443.476711028892,0.008443476711028892,Albania,8f1ef3465d5e8b0,"Rruga Drini i Zi, Kukës, Bashkia Kukës, Kukës County, Northern Albania, 8501, Albania",0.2649174263086482,POINT (20.40177236503236 42.07003229718782)
